mapping_id,scheme_id,scheme_short_name,package001_dist_id,dist_ref,district_name,state_scope,district_level_agency,application_channel,district_specific_variation,data_source,source_url,collection_date,confidence_score,verification_status,notes
dsm-0294,sch-031,AB PM-JAY,56dfdd26-8e65-456f-a2a9-f32b079748fa,AP-BAP,Bapatla,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0295,sch-031,AB PM-JAY,5645ff67-1c01-4b3b-95ae-2506cc7eaa2c,AP-PRA,Prakasam,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0296,sch-031,AB PM-JAY,e95d3496-9cc2-4d39-ac93-ea7827089418,AP-MAR,Markapuram,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0297,sch-031,AB PM-JAY,e472f701-3d26-4bc2-a5f0-d811ca5d042e,AP-NEL,Sri Potti Sriramulu Nellore,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0298,sch-031,AB PM-JAY,b35798a9-d3a2-4ff0-b330-b3a1199c4551,AP-KUR,Kurnool,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0299,sch-031,AB PM-JAY,6e0bd6d7-c4cd-47cb-a568-3859d7f584f5,AP-NAN,Nandyal,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0300,sch-031,AB PM-JAY,155d1569-c077-4433-b4e0-6ceadfd0622a,AP-ATP,Ananthapuramu,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0301,sch-031,AB PM-JAY,edca209e-ddf4-423c-bf22-ddf359bc576d,AP-SSS,Sri Sathya Sai,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0302,sch-031,AB PM-JAY,f0de900a-6a79-45cc-aed2-01d31752edea,AP-CUD,YSR Kadapa,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0303,sch-031,AB PM-JAY,573f08b6-ac9a-4025-8cf5-4803690b7651,AP-ANN,Annamayya,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0304,sch-031,AB PM-JAY,db24bd82-9d6f-4b3c-afdf-7961543769f4,AP-TIR,Tirupati,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
dsm-0305,sch-031,AB PM-JAY,c3a879b3-f320-47ec-8104-d1c8137b672a,AP-CHI,Chittoor,Andhra Pradesh,District hospital / empanelled facility; State Health Agency,Card generation at CSC or facility,PENDING_VERIFICATION,Package001_Geography district master; scheme guidelines,https://www.myscheme.gov.in/,2026-07-25,71,VST-NEEDS_REVIEW,Empanelled hospital availability differs materially by district
